bedrooms,bathrooms,toilets,parking_space,title,town,state,price,latitude,total_rooms,longitude
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0,6.4698419,14.0,3.5851718
4.0,4.0,5.0,6.0,Detached Duplex,Ajah,Lagos,40000000.0,6.464587400000001,13.0,3.5725244
4.0,4.0,5.0,2.0,Semi Detached Duplex,Lekki,Lagos,75000000.0,6.4698419,13.0,3.5851718
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,65000000.0,6.4698419,14.0,3.5851718
1.0,1.0,1.0,1.0,Detached Duplex,Lekki,Lagos,200000000.0,6.4698419,3.0,3.5851718
4.0,4.0,5.0,5.0,Detached Duplex,Ajah,Lagos,60000000.0,6.464587400000001,13.0,3.5725244
6.0,6.0,6.0,4.0,Semi Detached Duplex,Oredo,Edo,45000000.0,6.2298249,18.0,5.5407299
4.0,5.0,6.0,3.0,Semi Detached Duplex,Lekki,Lagos,65000000.0,6.4698419,15.0,3.5851718
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,70000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,48000000.0,6.4698419,13.0,3.5851718
3.0,3.0,4.0,4.0,Detached Bungalow,Lokogoma District,Abuja,37000000.0,8.978615699999999,10.0,7.458202999999998
4.0,5.0,5.0,4.0,Detached Duplex,Victoria Island (VI),Lagos,170000000.0,6.429098199999999,14.0,3.4238032
3.0,3.0,4.0,2.0,Block of Flats,Ikeja,Lagos,350000000.0,6.601838,10.0,3.3514863
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,85000000.0,6.4698419,16.0,3.5851718
3.0,3.0,4.0,4.0,Terraced Duplexes,Lekki,Lagos,34000000.0,6.4698419,10.0,3.5851718
4.0,5.0,5.0,2.0,Terraced Duplexes,Victoria Island (VI),Lagos,130000000.0,6.429098199999999,14.0,3.4238032
5.0,6.0,7.0,6.0,Detached Duplex,Katampe,Abuja,160000000.0,9.1010936,18.0,7.446778
4.0,4.0,5.0,3.0,Detached Duplex,Ajah,Lagos,60000000.0,6.464587400000001,13.0,3.5725244
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,270000000.0,6.4698419,15.0,3.5851718
5.0,6.0,5.0,4.0,Detached Duplex,Lekki,Lagos,250000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,5.0,Detached Duplex,Lekki,Lagos,180000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,2.0,Semi Detached Duplex,Lekki,Lagos,75000000.0,6.4698419,13.0,3.5851718
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,270000000.0,6.4698419,15.0,3.5851718
4.0,4.0,5.0,4.0,Detached Duplex,Magodo,Lagos,140000000.0,6.6178643,13.0,3.4000616
5.0,5.0,6.0,6.0,Detached Duplex,Kaura,Abuja,150000000.0,9.0060612,16.0,7.454587600000001
4.0,4.0,5.0,8.0,Detached Duplex,Galadimawa,Abuja,70000000.0,8.9905333,13.0,7.4300234
3.0,5.0,5.0,4.0,Terraced Duplexes,Ajah,Lagos,40000000.0,6.464587400000001,13.0,3.5725244
5.0,5.0,6.0,1.0,Detached Duplex,Oredo,Edo,70000000.0,6.2298249,16.0,5.5407299
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,120000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,55000000.0,6.4698419,13.0,3.5851718
6.0,6.0,7.0,8.0,Detached Duplex,Gwarinpa,Abuja,130000000.0,9.0673179,19.0,7.398260199999999
4.0,5.0,5.0,4.0,Semi Detached Duplex,Gwarinpa,Abuja,75000000.0,9.0673179,14.0,7.398260199999999
2.0,2.0,3.0,2.0,Block of Flats,Lekki,Lagos,30000000.0,6.4698419,7.0,3.5851718
2.0,2.0,3.0,4.0,Terraced Duplexes,Lekki,Lagos,53000000.0,6.4698419,7.0,3.5851718
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,270000000.0,6.4698419,17.0,3.5851718
5.0,5.0,5.0,4.0,Detached Bungalow,Katampe,Abuja,130000000.0,9.1010936,15.0,7.446778
5.0,5.0,6.0,4.0,Detached Duplex,Magodo,Lagos,235000000.0,6.6178643,16.0,3.4000616
3.0,3.0,4.0,3.0,Terraced Duplexes,Lekki,Lagos,65000000.0,6.4698419,10.0,3.5851718
4.0,4.0,4.0,3.0,Terraced Duplexes,Lekki,Lagos,55000000.0,6.4698419,12.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0,6.4698419,16.0,3.5851718
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,69000000.0,6.4698419,14.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,105000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,3.0,Semi Detached Duplex,Ajah,Lagos,60000000.0,6.464587400000001,13.0,3.5725244
5.0,5.0,6.0,1.0,Detached Duplex,Gwarinpa,Abuja,300000000.0,9.0673179,16.0,7.398260199999999
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,105000000.0,6.4698419,16.0,3.5851718
8.0,8.0,8.0,4.0,Block of Flats,Oredo,Edo,36000000.0,6.2298249,24.0,5.5407299
4.0,4.0,5.0,1.0,Semi Detached Duplex,Galadimawa,Abuja,50000000.0,8.9905333,13.0,7.4300234
4.0,5.0,5.0,4.0,Semi Detached Duplex,Ajah,Lagos,60000000.0,6.464587400000001,14.0,3.5725244
5.0,6.0,7.0,4.0,Detached Duplex,Lekki,Lagos,150000000.0,6.4698419,18.0,3.5851718
3.0,4.0,4.0,6.0,Detached Duplex,Lugbe District,Abuja,30000000.0,8.9640864,11.0,7.3813708
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,75000000.0,6.464587400000001,16.0,3.5725244
5.0,5.0,6.0,2.0,Detached Duplex,Lekki,Lagos,110000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,330000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,3.0,Semi Detached Duplex,Ajah,Lagos,45000000.0,6.464587400000001,13.0,3.5725244
4.0,4.0,4.0,5.0,Detached Duplex,Ajah,Lagos,50000000.0,6.464587400000001,12.0,3.5725244
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,135000000.0,6.4698419,16.0,3.5851718
4.0,2.0,2.0,4.0,Semi Detached Bungalow,Yaba,Lagos,40000000.0,6.5095442,8.0,3.3710936
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,280000000.0,6.4698419,16.0,3.5851718
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,150000000.0,6.4698419,15.0,3.5851718
4.0,5.0,6.0,4.0,Terraced Duplexes,Katampe,Abuja,131000000.0,9.1010936,15.0,7.446778
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,85000000.0,6.4698419,13.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,155000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,4.0,Detached Duplex,Agege,Lagos,60000000.0,6.617973099999999,13.0,3.3208916
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,105000000.0,6.4698419,13.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,100000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,2.0,Terraced Duplexes,Kaura,Abuja,70000000.0,9.0060612,16.0,7.454587600000001
4.0,5.0,5.0,4.0,Terraced Duplexes,Jahi,Abuja,75000000.0,9.1068175,14.0,7.447600800000001
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,70000000.0,6.4698419,14.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,145000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,61000000.0,6.4698419,13.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,110000000.0,6.4698419,16.0,3.5851718
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,260000000.0,6.4698419,17.0,3.5851718
4.0,4.0,5.0,4.0,Terraced Duplexes,Ajah,Lagos,29800000.0,6.464587400000001,13.0,3.5725244
4.0,5.0,6.0,4.0,Terraced Duplexes,Lekki,Lagos,145000000.0,6.4698419,15.0,3.5851718
4.0,4.0,5.0,5.0,Semi Detached Duplex,Lekki,Lagos,150000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,80000000.0,6.4698419,13.0,3.5851718
5.0,6.0,8.0,1.0,Detached Duplex,Guzape District,Abuja,280000000.0,9.0117252,19.0,7.5079538
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,45000000.0,6.464587400000001,13.0,3.5725244
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Anambara,260000000.0,6.220899699999999,16.0,6.9369559
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,75000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,3.0,Detached Duplex,Ikeja,Lagos,60000000.0,6.601838,13.0,3.3514863
3.0,3.0,4.0,4.0,Block of Flats,Idu Industrial,Abuja,135000000.0,9.0324992,10.0,7.3894772
3.0,5.0,5.0,4.0,Terraced Duplexes,Ajah,Lagos,42000000.0,6.464587400000001,13.0,3.5725244
5.0,5.0,6.0,5.0,Semi Detached Duplex,Owerri Municipal,Imo,60000000.0,5.4682267,16.0,7.0175879
3.0,3.0,4.0,3.0,Terraced Bungalow,Lekki,Lagos,36436500.0,6.4698419,10.0,3.5851718
3.0,5.0,5.0,4.0,Block of Flats,Magodo,Lagos,55000000.0,6.6178643,13.0,3.4000616
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,260000000.0,6.4698419,17.0,3.5851718
4.0,4.0,5.0,4.0,Detached Duplex,Gwarinpa,Abuja,80000000.0,9.0673179,13.0,7.398260199999999
4.0,5.0,5.0,6.0,Detached Duplex,Lekki,Lagos,70000000.0,6.4698419,14.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,4.0,Detached Duplex,Isheri North,Lagos,40000000.0,6.6334151,13.0,3.41202
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,90000000.0,6.464587400000001,16.0,3.5725244
5.0,5.0,6.0,1.0,Detached Duplex,Lekki,Lagos,200000000.0,6.4698419,16.0,3.5851718
2.0,5.0,5.0,4.0,Semi Detached Bungalow,Galadimawa,Abuja,30000000.0,8.9905333,12.0,7.4300234
5.0,5.0,6.0,4.0,Detached Duplex,Katampe,Abuja,150000000.0,9.1010936,16.0,7.446778
5.0,5.0,3.0,6.0,Detached Duplex,Utako,Abuja,250000000.0,9.0678511,13.0,7.446440199999999
6.0,6.0,7.0,1.0,Detached Duplex,Guzape District,Abuja,300000000.0,9.0117252,19.0,7.5079538
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,70000000.0,6.4698419,14.0,3.5851718
2.0,5.0,9.0,4.0,Detached Bungalow,Ibeju Lekki,Lagos,30000000.0,6.4569054,16.0,3.8858955
4.0,3.0,3.0,4.0,Terraced Duplexes,Guzape District,Abuja,49900000.0,9.0117252,10.0,7.5079538
5.0,6.0,7.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0,6.4698419,18.0,3.5851718
4.0,4.0,5.0,4.0,Detached Duplex,Ajah,Lagos,70000000.0,6.464587400000001,13.0,3.5725244
4.0,5.0,5.0,4.0,Semi Detached Duplex,Port Harcourt,Rivers,85000000.0,4.847222599999999,14.0,6.974603999999999
5.0,5.0,6.0,6.0,Detached Duplex,Lekki,Lagos,325000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,3.0,Terraced Duplexes,Jahi,Abuja,65000000.0,9.1068175,13.0,7.447600800000001
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,130000000.0,6.4698419,16.0,3.5851718
3.0,3.0,4.0,3.0,Semi Detached Duplex,Ajah,Lagos,50000000.0,6.464587400000001,10.0,3.5725244
4.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,65000000.0,6.464587400000001,14.0,3.5725244
6.0,6.0,7.0,5.0,Detached Duplex,Isheri,Lagos,140000000.0,6.6351156,19.0,3.3603044
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,80000000.0,6.4698419,16.0,3.5851718
8.0,1.0,1.0,4.0,Detached Duplex,Ibadan,Oyo,150000000.0,7.3775355,10.0,3.9470396
5.0,5.0,6.0,4.0,Detached Duplex,Gwarinpa,Abuja,150000000.0,9.0673179,16.0,7.398260199999999
4.0,4.0,5.0,4.0,Semi Detached Duplex,Ikoyi,Lagos,240000000.0,6.449999999999999,13.0,3.433333
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,110000000.0,6.4698419,14.0,3.5851718
3.0,4.0,4.0,4.0,Terraced Duplexes,Ikoyi,Lagos,240000000.0,6.449999999999999,11.0,3.433333
4.0,4.0,5.0,4.0,Terraced Duplexes,Life Camp,Abuja,60000000.0,9.0848611,13.0,7.3694922
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,120000000.0,6.4698419,17.0,3.5851718
4.0,4.0,5.0,4.0,Terraced Duplexes,Victoria Island (VI),Lagos,115000000.0,6.429098199999999,13.0,3.4238032
4.0,4.0,4.0,3.0,Terraced Duplexes,Ikeja,Lagos,180000000.0,6.601838,12.0,3.3514863
6.0,6.0,7.0,4.0,Detached Duplex,Lekki,Lagos,275000000.0,6.4698419,19.0,3.5851718
4.0,4.0,5.0,7.0,Detached Duplex,Lekki,Lagos,190000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,4.0,Terraced Duplexes,Magodo,Lagos,75000000.0,6.6178643,13.0,3.4000616
4.0,5.0,5.0,4.0,Block of Flats,Owerri Municipal,Imo,130000000.0,5.4682267,14.0,7.0175879
5.0,5.0,6.0,1.0,Detached Duplex,Lekki,Lagos,250000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,4.0,Semi Detached Duplex,Ajah,Lagos,48000000.0,6.464587400000001,13.0,3.5725244
3.0,3.0,4.0,2.0,Detached Bungalow,Ajah,Lagos,42000000.0,6.464587400000001,10.0,3.5725244
5.0,5.0,5.0,4.0,Detached Duplex,Magodo,Lagos,85000000.0,6.6178643,15.0,3.4000616
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,65000000.0,6.4698419,13.0,3.5851718
3.0,2.0,2.0,2.0,Block of Flats,Ikeja,Lagos,300000000.0,6.601838,7.0,3.3514863
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,70000000.0,6.4698419,13.0,3.5851718
3.0,3.0,4.0,3.0,Semi Detached Duplex,Magodo,Lagos,85000000.0,6.6178643,10.0,3.4000616
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,75000000.0,6.4698419,13.0,3.5851718
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,80000000.0,6.4698419,14.0,3.5851718
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,160000000.0,6.4698419,16.0,3.5851718
4.0,5.0,5.0,5.0,Detached Bungalow,Port Harcourt,Rivers,32000000.0,4.847222599999999,14.0,6.974603999999999
4.0,4.0,5.0,3.0,Detached Duplex,Lekki,Lagos,75000000.0,6.4698419,13.0,3.5851718
5.0,5.0,6.0,3.0,Terraced Duplexes,Lekki,Lagos,65000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,85000000.0,6.4698419,16.0,3.5851718
3.0,4.0,4.0,4.0,Terraced Duplexes,Lekki,Lagos,36000000.0,6.4698419,11.0,3.5851718
5.0,7.0,8.0,6.0,Detached Duplex,Lekki,Lagos,300000000.0,6.4698419,20.0,3.5851718
6.0,6.0,7.0,3.0,Detached Duplex,Isheri North,Ogun,140000000.0,6.6351156,19.0,3.3603044
9.0,9.0,1.0,1.0,Detached Duplex,Isolo,Lagos,70000000.0,6.537182500000001,19.0,3.322734
4.0,4.0,5.0,4.0,Terraced Duplexes,Guzape District,Abuja,65000000.0,9.0117252,13.0,7.5079538
5.0,5.0,6.0,8.0,Detached Duplex,Lokogoma District,Abuja,120000000.0,8.978615699999999,16.0,7.458202999999998
4.0,5.0,5.0,3.0,Terraced Duplexes,Ikoyi,Lagos,240000000.0,6.449999999999999,14.0,3.433333
3.0,5.0,3.0,4.0,Terraced Duplexes,Lekki,Lagos,32000000.0,6.4698419,11.0,3.5851718
4.0,4.0,4.0,4.0,Detached Bungalow,Lokogoma District,Abuja,30000000.0,8.978615699999999,12.0,7.458202999999998
4.0,4.0,5.0,3.0,Terraced Duplexes,Lekki,Lagos,85000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,4.0,Terraced Duplexes,Ajah,Lagos,45000000.0,6.464587400000001,13.0,3.5725244
4.0,4.0,5.0,2.0,Semi Detached Duplex,Lekki,Lagos,60000000.0,6.4698419,13.0,3.5851718
3.0,3.0,4.0,4.0,Terraced Duplexes,Ajah,Lagos,34900000.0,6.464587400000001,10.0,3.5725244
5.0,4.0,5.0,3.0,Detached Duplex,Ajah,Lagos,68000000.0,6.464587400000001,14.0,3.5725244
2.0,5.0,5.0,4.0,Terraced Duplexes,Ajah,Lagos,35000000.0,6.464587400000001,12.0,3.5725244
5.0,6.0,7.0,5.0,Detached Duplex,Lekki,Lagos,120000000.0,6.4698419,18.0,3.5851718
7.0,7.0,8.0,4.0,Detached Duplex,Lekki,Lagos,200000000.0,6.4698419,22.0,3.5851718
3.0,4.0,4.0,3.0,Detached Bungalow,Lekki,Lagos,33000000.0,6.4698419,11.0,3.5851718
8.0,8.0,8.0,4.0,Detached Duplex,Lekki,Lagos,45000000.0,6.4698419,24.0,3.5851718
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,110000000.0,6.4698419,17.0,3.5851718
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0,6.4698419,14.0,3.5851718
5.0,5.0,6.0,4.0,Terraced Duplexes,Gaduwa,Abuja,38000000.0,9.002694199999999,16.0,7.46544
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,250000000.0,6.4698419,16.0,3.5851718
4.0,5.0,5.0,4.0,Detached Duplex,Guzape District,Abuja,180000000.0,9.0117252,14.0,7.5079538
3.0,3.0,4.0,4.0,Detached Bungalow,Ajah,Lagos,45000000.0,6.464587400000001,10.0,3.5725244
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,65000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,4.0,Detached Bungalow,Enugu,Enugu,28500000.0,6.448270099999999,13.0,7.5138947
5.0,6.0,7.0,3.0,Detached Duplex,Lekki,Lagos,70000000.0,6.4698419,18.0,3.5851718
4.0,4.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,160000000.0,6.4698419,13.0,3.5851718
5.0,5.0,6.0,1.0,Detached Duplex,Asokoro District,Abuja,150000000.0,9.0479272,16.0,7.515513299999999
4.0,4.0,5.0,3.0,Terraced Duplexes,Victoria Island (VI),Lagos,180000000.0,6.429098199999999,13.0,3.4238032
4.0,4.0,5.0,5.0,Detached Duplex,Ajah,Lagos,65000000.0,6.464587400000001,13.0,3.5725244
4.0,5.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,80000000.0,6.4698419,14.0,3.5851718
3.0,5.0,5.0,4.0,Detached Bungalow,Lokogoma District,Abuja,40000000.0,8.978615699999999,13.0,7.458202999999998
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,55000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,74000000.0,6.4698419,13.0,3.5851718
4.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,75000000.0,6.464587400000001,14.0,3.5725244
4.0,5.0,5.0,4.0,Detached Duplex,Ojodu,Lagos,85000000.0,6.6336683,14.0,3.3573431
4.0,4.0,4.0,3.0,Terraced Duplexes,Ikeja,Lagos,180000000.0,6.601838,12.0,3.3514863
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,120000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,1.0,Detached Bungalow,Port Harcourt,Rivers,30000000.0,4.847222599999999,13.0,6.974603999999999
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,125000000.0,6.4698419,16.0,3.5851718
4.0,4.0,4.0,4.0,Detached Duplex,Lekki,Lagos,65000000.0,6.4698419,12.0,3.5851718
4.0,5.0,5.0,4.0,Terraced Duplexes,Utako,Abuja,80000000.0,9.0678511,14.0,7.446440199999999
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,75000000.0,6.4698419,14.0,3.5851718
5.0,7.0,7.0,8.0,Semi Detached Duplex,Lekki,Lagos,80000000.0,6.4698419,19.0,3.5851718
3.0,3.0,4.0,3.0,Terraced Duplexes,Lekki,Lagos,45000000.0,6.4698419,10.0,3.5851718
4.0,5.0,5.0,4.0,Detached Duplex,Ajah,Lagos,35000000.0,6.464587400000001,14.0,3.5725244
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,47000000.0,6.4698419,13.0,3.5851718
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,145000000.0,6.4698419,15.0,3.5851718
4.0,5.0,5.0,4.0,Terraced Duplexes,Lugbe District,Abuja,50000000.0,8.9640864,14.0,7.3813708
5.0,5.0,6.0,4.0,Detached Duplex,Ajah,Lagos,95000000.0,6.464587400000001,16.0,3.5725244
5.0,5.0,6.0,3.0,Semi Detached Duplex,Lekki,Lagos,160000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,150000000.0,6.4698419,16.0,3.5851718
3.0,3.0,4.0,4.0,Terraced Duplexes,Katampe,Abuja,75000000.0,9.1010936,10.0,7.446778
4.0,4.0,5.0,2.0,Semi Detached Duplex,Lekki,Lagos,70000000.0,6.4698419,13.0,3.5851718
4.0,6.0,6.0,4.0,Semi Detached Duplex,Ikoyi,Lagos,240000000.0,6.449999999999999,16.0,3.433333
4.0,5.0,5.0,4.0,Block of Flats,Magodo,Lagos,30000000.0,6.6178643,14.0,3.4000616
4.0,5.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,140000000.0,6.4698419,14.0,3.5851718
2.0,3.0,3.0,4.0,Block of Flats,Lekki,Lagos,65000000.0,6.4698419,8.0,3.5851718
4.0,4.0,5.0,2.0,Terraced Duplexes,Life Camp,Abuja,60000000.0,9.0848611,13.0,7.3694922
4.0,5.0,5.0,3.0,Detached Duplex,Lekki,Lagos,85000000.0,6.4698419,14.0,3.5851718
5.0,7.0,7.0,4.0,Detached Duplex,Wuye,Abuja,165000000.0,9.0502115,19.0,7.4440401
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,80000000.0,6.4698419,14.0,3.5851718
5.0,5.0,5.0,4.0,Detached Duplex,Kubwa,Abuja,60900000.0,9.153848600000002,15.0,7.3219648
5.0,5.0,6.0,4.0,Detached Duplex,Magodo,Lagos,235000000.0,6.6178643,16.0,3.4000616
4.0,4.0,5.0,2.0,Detached Duplex,Lekki,Lagos,70000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,3.0,Semi Detached Duplex,Lekki,Lagos,82000000.0,6.4698419,13.0,3.5851718
4.0,5.0,5.0,4.0,Detached Bungalow,Shomolu,Lagos,45000000.0,6.539173,14.0,3.3841676
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,55000000.0,6.4698419,13.0,3.5851718
2.0,3.0,3.0,3.0,Block of Flats,Lekki,Lagos,50000000.0,6.4698419,8.0,3.5851718
5.0,5.0,6.0,8.0,Detached Duplex,Lekki,Lagos,150000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Anambara,75000000.0,6.220899699999999,13.0,6.9369559
5.0,5.0,6.0,5.0,Detached Duplex,Ikeja,Lagos,130000000.0,6.601838,16.0,3.3514863
5.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,190000000.0,6.4698419,15.0,3.5851718
4.0,4.0,5.0,4.0,Detached Duplex,Lekki,Lagos,125000000.0,6.4698419,13.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,90000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,5.0,Detached Duplex,Lekki,Lagos,350000000.0,6.4698419,16.0,3.5851718
4.0,4.0,5.0,1.0,Terraced Duplexes,Ogudu,Lagos,75000000.0,6.574910699999999,13.0,3.3918106
5.0,5.0,5.0,4.0,Detached Duplex,Ikeja,Lagos,250000000.0,6.601838,15.0,3.3514863
3.0,3.0,3.0,4.0,Terraced Duplexes,Lekki,Lagos,31000000.0,6.4698419,9.0,3.5851718
4.0,5.0,5.0,4.0,Detached Duplex,Lekki,Lagos,125000000.0,6.4698419,14.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,100000000.0,6.4698419,16.0,3.5851718
4.0,6.0,6.0,4.0,Detached Duplex,Ibadan,Oyo,75000000.0,7.3775355,16.0,3.9470396
5.0,5.0,6.0,3.0,Terraced Duplexes,Ikoyi,Lagos,185000000.0,6.449999999999999,16.0,3.433333
4.0,5.0,5.0,4.0,Terraced Duplexes,Lugbe District,Abuja,32000000.0,8.9640864,14.0,7.3813708
5.0,6.0,6.0,4.0,Detached Duplex,Lekki,Lagos,150000000.0,6.4698419,17.0,3.5851718
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,160000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,2.0,Terraced Duplexes,Lekki,Lagos,90000000.0,6.4698419,13.0,3.5851718
5.0,5.0,5.0,4.0,Detached Duplex,Ikeja,Lagos,165000000.0,6.601838,15.0,3.3514863
1.0,1.0,1.0,4.0,Block of Flats,Ibadan,Oyo,35000000.0,7.3775355,3.0,3.9470396
4.0,5.0,5.0,4.0,Terraced Duplexes,Ikeja,Lagos,110000000.0,6.601838,14.0,3.3514863
4.0,4.0,5.0,4.0,Semi Detached Duplex,Lekki,Lagos,70000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,8.0,Detached Duplex,Lekki,Lagos,65000000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,4.0,Semi Detached Bungalow,Lekki,Lagos,38500000.0,6.4698419,13.0,3.5851718
4.0,4.0,5.0,2.0,Detached Duplex,Ajah,Lagos,75000000.0,6.464587400000001,13.0,3.5725244
4.0,4.0,5.0,5.0,Detached Duplex,Lekki,Lagos,100000000.0,6.4698419,13.0,3.5851718
5.0,5.0,6.0,2.0,Detached Duplex,Lekki,Lagos,115000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Lekki,Lagos,190000000.0,6.4698419,16.0,3.5851718
5.0,5.0,6.0,4.0,Detached Duplex,Guzape District,Abuja,180000000.0,9.0117252,16.0,7.5079538
4.0,5.0,5.0,4.0,Terraced Duplexes,Lekki,Lagos,75000000.0,6.4698419,14.0,3.5851718
